country,ratingScore,reviewDescription,reviewTitle,Model,Core
United States,5,"I'm not going to go over the same performance reviews others have done, yes its very fast for only $550 its the king of the poor mans build PC. my last PC its replacing was a $1000 10980xe and looking at the numbers the 14900k in average is 70-77% faster than the 10980xe. the only disadvantage between the 2 was the 10980xe had 48 PCIe lanes and ran 32c to 56c hot.i can't say the same about the 14900k heat, its spreader is almost half of the 10980xe. you can't just simply add a stock cooler or a ""MC'watercooler"" and expect the problem will solve itself. this is the first CPU in my 26 yrs of building PC's you have to plan out your cooler set up.ever since a 2012 water leak from these Mc'watercoolers (all in one 2 fan radiator kits sold by name brands) Ive never trusted them cost me $1500 in damages. The only water coolers that don't leak for me were the ones i built but water cooling is expensive and you have to inspect them at least every 3 months for debris in the tank or leaks. with air i only have to clean the pc 2x a year.yes you can control temps with an air cooler, and get the same temps as a 3 fan radiator water cooler. I'll post the results without adding a watt limit in the mobo post screen.here is the parts i bought to air cool running the new cinabench 2024 for 30 mins i can get max performance on a defualt non OC not hitting above 99C on the P cores1. Noctua NH-D15 chromax.Black | Dual-Tower CPU Cooler | 140mm | Black2. Noctua NF-A15 HS-PWM chromax.Black.swap (this adds a 3rd fan for the air cooler you'll need it)3. FDXGYH 4 Pcs CPU Heatsink Fan Buckle PC Mainboard CPU Radiator Fan 12CM Wire Buckle Upper Hook Type Fixing Clip  (these buckles are compatible with noctus 140mm fans)4. Easycargo 40mm Heatsink Kit 40mmx40mmx20mm (this you place on the flat base of the noctua cooler will help dissipate heat)5. Easycargo 100pcs Heatsink Assortment Kit Small Cooler Aluminum Heat (these you throw on the back of your mobo on and around the mount brackets you'll me amazed how adding heat sinks on the back of the mobo will reduce temps)6. Thermal Grizzly Kryonaut (this is the best thermal grease cooler by 1-2c cooler than artic silver mx 6)7. Thermalright Intel 12th/13th Generation LGA1700 Anti-Bending Buckle ( a must add a little thermal grease on the cpu side flaps this buckle is 100% aluminum will al help dissipate heat.then i went to my mother board software options (mobo is an MSI MEG Z790 ACE MAX) select ""CPU cooler tuning"" select ""tower air cooling"" which will limit the wattage draw to under 300w also note if you are not using a Water Cooling Reservoir  you should also use this option, water cooling a 14900k and OC really does require a reservoir, and a 4x 120 fan size radiator if you're simply using a pre-built 2x fan radiator its not enough to handle the 14900k and the CPU is known for drawing 370w plus!!so using air cooled i got a 2371 score with no watt limiter option an temps were 78-100c on the p cores, and with the 300 watt limit the score was  2328 with temps 70-99c never hit 100c case the limiter would kick in. (note this is from CPU testing that punishes the CPU realistically i don't see this CPU going over 88c even on the most demanding game in 3 years.i personally do not recommend OC this CPU its already been pushed to its limits by INTEL at best for another 100 watts when all you're getting is 3-4 more FPS and that's not worth it. and all these people bragging a 6.2-6.5ghz OC, there just flexing for clout, then they take the CPU back to default. i already have my P cores spiking to 6.002 at 288-300 watts, and under 99c temps; adding 0.198mhz will meaning nothing for apps and gaming.personal note the MSI MEG Z790 ACE MAX Gaming Motherboard is absolutely amazing at squeezing out all the performance of the 14900k worth the $700 price never crashed during testing that 26 power phases is godly  compared to my last gen EVGA x299 dark had 12 phase...RIP EGA :(",IF YOU WANT THE AIR COOLED OPTION,i9 14th Gen,i9
United States,5,This is something that a lot of people do not understand about processors. If you put too much voltage you are going to damage it. I want to delid it but I don't see the need and here is whyEven if I can get it 20 degrees cooler it will not matter It will still need 3.5 to 4.2 volts to stay stable at advertised speeds.I am running it @ 5.4 GHZ all P cores and this thing is unbelievably reliable . And maybe 10 seconds extra to render vs 5.7 to 6.0 GHZI get the point that ppl want to have the Bragging rights to say that it runs that fast but it will gwt damaged guaranteed 400 watts is a lot for that little unit. I think that 5.4 5.3 5.2 is more than enough specially when you have a total of 32 threads and gaming is practically single threaded . And most games are GPU bound. I only use it in the gaming department for Flight simulator and have not seen it above 68 degrees.I had a 4770 k and still running strong at 4.5 GHZ in a very small case.Intel is a beast and this I 9 is very good . Future proof for at least 5 years to come .Note. I have delided at least 20 cpus and the ones that got damaged were the ones that got a lot of voltage . They are very heat resistant but voltage just kills them .I have been running this cpu 24 /7 not an issueNot a blue screenJust underclock and undervolt and you are good to go This thing is a monster .,I MADE IT WORK,i9 14th Gen,i9
United States,5,"So I finally upgraded my home workstation, and went to this new i9-14900K. It is incredibly fast. I had a Davinci Resolve video project file that I rendered on my old setup, the i7-6850K and it took just over 22 minutes to complete the render. On the new i9, the exact same file was re exported, took just over 8 minutes..! almost a 3x speed increase.! Also, when you speed up footage in Resolve, the old cpu could not play it back smoothly, it would jump and chug like crazy, the new i9, it plays it back sped up 800% no problems and I can actually see how it looks without having to export the entire video clip to see it playback the retimed footage smoothly. Applications open u p much faster too, but that could be more due to the pcie4.0 nvme system drive that is much faster than the previous version nvme I had in the old build. The one thing I do not like about the new cpu, is the number of pci lanes. You only get 20, 16 are pcie5.0 and 4 are pcie4.0. This wont be an issue for most people, but my old cpu had 40 lanes, allowing me to run 3 GPU's at the same time, and YES, I needed them, I use GPU rendering software that can use up to 8 GPU's in one system on one license and every additional GPU speeds up your render times a lot when rendering out 3D sims. With this new cpu, I can only run 2 GPU's and they run at 8x, cause they share the 16x, and that does leave me 4 full pcie4.0 lanes for the system drive. It is not a deal breaker, and the increased speed overall is well worth it. One thing EVERYBODY should be aware of, is these new intel chips have P cores and E cores. Something my old cpu did NOT have. E-cores can severely impact certain software performance. When I booted up the new machine and tried my Ableton DAW  for the first time, I was expecting to be so happy with a performance boost, and the software was literally almost unusable.! The E-cores were slowing the software down so bad, I could barely change settings in the preferences.! It was that bad. I had to install process lasso ( fantastic software that is free if you have never heard of it ) and disable the use of E-cores for Ableton and then it worked very fast and is great.!",Much faster than my previous i7-6850k,i9 14th Gen,i9
United States,5,"This processor has way better memory controller then my previews 12900k for my DDR4 clocking at 3950 MHz at 15-15-15-30 timing error free. I had heard about the 14900k has crashing issues so far I have no issues with Unreal Engine 5 games, Tekken 8, Battlefield 2042, etc, etc.... My cpu is running 59 GHz all P cores @ 1.35v limited power P1 and P2 @ 253 Watts, therefore, won't over heat and degrade the  silicon of my 14900k,  55° average temperature on gaming with a good cooler MSI MEG Core Liquid S360 - AIO at full speed push and pull fans. All my games runs extremely smooth at high frame rates with no stuttering.",Outstanding Performance,i9 14th Gen,i9
United States,5,"It's a processor. It's like any other processor that processes, only better.It destroys video editing and processor intensive brush strokes in Corel Painter. It has no problem with any kind of processing you can throw at it.Runs hot and causes the cooler to spool up when playing poorly programmed games, but the water cooler is up to the task. Still, it reveals what games are just piles of trash code.Just remember to update your BIOS because it's still a relatively new processor. And stay away from Windows 11.",Oh ya!,i9 14th Gen,i9
United States,5,Even running at the default 6.1ghz turbo settings the processor is extremely unstable and causes constant crashing.  Only way to stop it is to go in bios and set the core ratio to 57 max for power cores and 43 for efficency cores. Drove me nuts trying to figure out the problem for months also buy a hefty duty power supply if you're buying a 40 series rtx graphics card constant crashing of apps and games from lack of power to the graphics card from even a 1000 watt supply,Unstable at default oc settings on asus motherboard,i9 14th Gen,i9
United States,1,"I'm a game developer and decided to switch from AMD to Intel for my latest build. The amount of problems this CPU has caused me has cost me hundreds of hours of work. I've been building computers for over 20 years and this is by far the absolute worst component of all time. E cores will cause instability in almost every multithreaded application, clocking has to be severely limited to avoid blue screen of death, Intel Extreme Tuning Utility is borderline malware, and the high thread count is just deceptive marketing because 1/3 of the cores are laptop grade. It gave the illusion of stability through the return period so I'm now stuck with a $500 paper weight CPU and motherboard.",A Carefully Engineered Nightmare,i9 14th Gen,i9
United States,1,"This CPU is a scam. I spent four months debugging my new system, went through three motherboards, two sets of RAM and countless hours of debugging and trying, just to figure out that this CPU is garbage. I can't get my system stable, it keeps failing. This CPU is so overclocked that it does not run stable. Ever. Safe your money, times and nerves and stay as far away from this CPU as you can. I will never buy Intel again.","Absolute scam, stay away!",i9 14th Gen,i9
United States,1,"I’ve always used Intel, as my experiences with AMD have never been great. Wanted to upgrade from my 8700K as I’m doing a lot more rendering/3D work and I need the extra cores and performance. I thought I did my due diligence and picked out ram that was compatible with my motherboard, a suitable CPU cooler, etc to ensure a smooth upgrade.Ultimately was met with so much instability, crashes, high power usage and heat. The instability seemed incurable so I returned everything and switched to the 7950x3d… and it just worked straight out of the box, runs so much cooler and less power draw, with no crashes. It’s not as fast as the 14900k in my tasks, but the other benefits out weigh the decrease in performance.",Lost me as a customer,i9 14th Gen,i9
United States,1,"Intel has pushed these 13th and 14th Gen i9's way too far in an effort to keep up with AMD. They come out of the box with maxed out settings, including a nearly unlimited 5000w (yes, thousand) available power draw. Intel customer support will ask you to manually configure the BIOS to a setting that effectively renders it a very expensive i7. Wait until they get this fixed, if it's even possible, unless you just really like underclocking and BSODs",Incredibly unstable,i9 14th Gen,i9
United States,1,This CPU is a piece of garbage. Can’t run most games without special settings that are all different from each other depending on the game. Don’t buy this worthless CPU. Was better off sticking with my 10th gen I7,SO MANY PROBLEMS,i9 14th Gen,i9
United States,1,"Installed on an Asus Z790 Hero motherboard, the system was unstable when attempting to undervolt the CPU, and tweaking settings never stabilized it. Hopefully, Intel will release more stable silicon in their next generation.",Unstable Out Of The Box.,i9 14th Gen,i9
United States,1,Brand new chip doesn’t even work. How’d are these for sale? Returned this. Amazon received this almost one month ago and still hasn’t issued a refund.,Was a loyal intel consumer until this.,i9 14th Gen,i9
United States,1,"The listing for this product claims that you don't need a discrete graphics card. This is incorrect, the KF model does not bring an onboard graphics card. This wasted my time and slowed down the timeline for my NAS build by 3 whole days. Thanks.",Inaccurate listing,i9 14th Gen,i9
United States,1,This thing is a total scam from the i9 13900k or kf. It’s literally the same thing. The advertise that its goes up to 6000hz but that’s only on two cores of course and only when you don’t need them do they go that high. I had higher cinebench scores on my i9 13900kf then I did on this processor. It’s the same thing just overclocked out of the box. Save your money,Do not buy,i9 14th Gen,i9
United States,4,"It arrived in a sealed package but it was stained and with a thumbprint on it. Looks like it might have had thermal paste removed? I'm not crazy about that because I paid for new, but it seems to work fine.",Arrived used?,i9 14th Gen,i9
United States,4,"May be a little excessive and unnecessary, but glad I got one when I did.  Sometimes these things get hard to acquire, especially at a decent price.Seems to run a little hotter than my Ryzen 9 7950X, so I went with dual 420mm,  If you buy this CPU you should really consider custom loops or large cases with 420mm AIO support.",This is thing is super hot.,i9 14th Gen,i9
United States,4,"I write code for a living and this CPU builds my code 5.7 times faster than my prior (6th gen) development machine.  I'm really happy about that.  Plus it can run 32 concurrent threads which means I can easily host multiple VMs.  Nice!  Only downside of this CPU, for me, is no VROC (RAID in CPU) support.",Fast and Lots of Cores,i9 14th Gen,i9
United States,5,"The Intel i9-14900K delivers impressive performance with its high clock speeds and advanced architecture. It excels in demanding tasks like gaming, content creation, and multitasking, offering smooth and responsive performance. The integrated graphics are decent for light gaming and multimedia tasks. However, it's power-hungry and may require robust cooling solutions. Overall, it's a top choice for enthusiasts and power users seeking uncompromising performance.",Best cpu,i9 14th Gen,i9
United States,5,"Before you purchase this CPU please also purchase alongside of it purchase a 360 AiO as well, this CPU is in need of it. I'm not trying to say that to scare you but it runs warm. In my (asus) bios I turned on ""Disabled-Enforce all limits"" so that the motherboard doesn't try to do on the fly OC to keep temps low and stability up. I haven't had any crashes or stability issues at all. I did a full platform upgrade from the 10900k to this, I kept my RTX 3080 and the performance bump was actually fully noticeable. I'd say my average temperature for doing basic computing is around 37c with my Lian Li Galahad II Trinity 360. It's a monster of a CPU genuinely and if you are in the market for an upgrade don't hesitate you won't regret it.",Powerful but Warm,i9 14th Gen,i9
United States,5,"This professional CPU isn't designed for the average user. However, if you're a tinkerer at heart, eager to dive deeper than the surface-level information often presented in YouTube ""videos"" (or should we say, commercials), this is unquestionably for you. I've acquired multiple units for various builds/configurations from a wide array of retailers—Best Buy, Newegg, and others included.For those considering making a purchase, I highly recommend using an Apex/Apex Encore MOBO or another reputable 2 DIMM board, particularly for AM5 or LGA1700, if overclocking is your goal. A high-quality cooler is crucial; for those opting for an AIO, ensure it includes at least an 8th gen Asetek pump and a 360 Thickboy copper radiator with performance fans—Avoid the aesthetically pleasing but functionally inferior Lian Li reversed SL Infinity Fans. Genuine static pressure fans, capable of efficiently doing the job, are what you need. Despite what your favorite YouTuber might suggest, you should prioritize efficiency over aesthetics.When selecting DDR5, opt for GOOD BINNED options. If a high-binned QVL compatible set isn't your choice, at a minimum, go for HYNIX A for single rank and HYNIX M for dual rank.The 14900K, when expertly tuned, becomes a gaming and multitasking powerhouse—achieving 43 to 44k in R23, with 6.2GHz boosting, 5.9GHz across its 8 physical cores and 8 threads, and 16 physical e-cores at 4.7GHz for a total of 32 threads, of which only 8 are virtual. With hyper-threading and e-cores enabled, it supports 8200 to 8400 MTS CL38 DDR5 RAM, boasts sub-55ns bus latency, and sub-9.3ns FWL. It's a marvel in Aida64 full, minus SSD, burn-in stress test stability. Adjusting all cores down to 5.8 and boosting to 6.0 can further reduce bus latency to easily below 50ns...Did I mention overall CPU temperatures typically remain between 35 to 40°C under heavy gaming loads, rarely exceeding 50°C? Despite the capability of 3 EATX connections to easily deliver over 400W of power, I'd advise against exceeding 325W daily, as the performance gains beyond this point are minimal without extreme overclocking and cooling methods—increased voltage requirements could significantly shorten the lifespan of your CPU. For tinkerers, this CPU is a dream come true.As of this date—4-4-2024: We anticipate future silicon manufacturing constraints will evolve, but that's a discussion for another time.The X3D Elephant in the room: Don't worry, I own one, and this is about science, not purchase bias...We'll sidestep intricate discussions about CLDO, FCLK, and MCLK concerns, and why the substantial L3 cache has become an essential workaround for the instability caused by chiplet-based IMC in handling DDR5 for gamers. If the augmentation of the L3 cache wasn't primarily to address DDR5 issues stemming from the chiplet design, why not significantly enhance and accelerate the L1 cache? The design doesn't allow for it since it's not monolithic, which wouldn't be practical. Those well-versed in the subject matter understand this. While chiplets represent the future, we must acknowledge that this future hasn't fully materialized for every aspect of computing, allowing us to look beyond the ""normie YouTuber AMD cults.""Indeed, I own a 7800X3D build and absolutely adore it! It excels in gaming... primarily in GAMING! Thus, there's no cause for concern. Let's briefly touch on the ""benefits"" like reduced thermals and supposed platform longevity (as if motherboard chipset upgrades and advancements in power delivery methods don't occur... humor me, over the planned 6 years). I, too, long for Z390 features on my Z790 board (/end sarcasm), not to mention the potential for longer boot times when tinkering with DDR5 or PBO, or even under normal conditions, and texture stutter/tearing... oops, and all those other delightful topics Lisa tends to highlight without addressing the influence of influencers with communications degrees rather than computer science degrees.  Just having fun, do what you love!I don't blame Amazon, Intel, AMD, or Nvidia more than the other. Manufacturing and shipping issues happen. The chip I received from Amazon didn't meet my expectations, but my other purchases have been exceptional. By chance alone, the other four 14900Ks I've received from various distributors have been stellar!Note:Settings in pictures are daily driven....No stability concerns all AIDIA 64 Stress tested for multiple hours and hundreds of gaming/workload hours.  I can get bus latency down to under 50NS but need to decrease core clock to locked 5.8GHZ to stay at safe voltage....  Depends what needs done, either/or is screaming fast even 55ns at that Bandwidth.",6.2GHZ 8200mts cl38 Daily Driver.,i9 14th Gen,i9
United States,1,Faulty cpuThey aren’t properly tested before shippingPc booted into windows but couldn’t handle any intensive tasks unless a dedicated gpu wasn’t installed,Faulty,i9 14th Gen,i9
United States,5,i like it,very good,i9 14th Gen,i9
United States,5,It's the current Intel flagship desktop CPU.We had to upgrade from 120mm to 240mm liquid coolers for it.IMPORTANT NOTE: You may need to manually set the max power and max amps in the bios. There's currently an issue that causes them to be set to insanely high values (4096W) by default causing the chip to become unstable under heavy loads.,The beast! Be prepared to cool it!,i9 14th Gen,i9
United States,5,Must have 360mm water cooler for this cpu it runs very hot fast! My 260mm wasn’t enough to cool it down at all while gaming!,Very fast Cpu,i9 14th Gen,i9
United States,5,"Didn't get to use this because the motherboard I ordered with it was D.O.A. Not the seller's fault, of course. I ended up refunding.","Seems fine, though I never got to use it.",i9 14th Gen,i9
United States,5,"My benchmark is almost at 14k now with without overclocking.nVidia GTX 1080, 65gb 6400 ram and 2gb PCIE5 SSD, Gigabyte Z790 Elite x wifi7 motherboard.I won't need to change this setup for the next decade or so like I did with my last PC.Worth the money, but you'll need the right SSD to go with it.",Lightening fast.,i9 14th Gen,i9
United States,5,"This CPU is amazing. Feels like magic. I have it running in an Asrock PG Sonic 700 series, with 32GB GSkill DDR5 7200, and a Crucial T700 2TB PCIe 5.0 SSD and Cooler Master Masterliquid Atmos 360. Anytime u do anything, even click a icon the cpu jump up to 6Ghz. And for me stay under 30C Idle and under 70C Max Load. Never mind what temperatures it runs at, I can't get it to throttle. Seems like all of its power is available on demand all the time. And I'm basically computing in Real Time. The 13900K was fast, significantly faster then the 12900K, and this CPU even though on paper it doesnt look like they did much, and in benchmarks it looks close, it still feels like 15-20% faster the 13900K when your using it. I feel like it runs cooler then the 13900K, the 13900K was the hot chip. I don't know how they do it. Like I said it's like magic how it stays at 6GHz and stays so cool.","Very happy with 14900K, the reviews are misleading. It's feels way better then they say it performs.",i9 14th Gen,i9
United States,5,Runs hot but runs very well needs a good good good cooler,Hot,i9 14th Gen,i9
United States,5,Currently playing Battlefield 2042 with this beast and it’s silk smooth even paired with a 1080ti,It’s a beast,i9 14th Gen,i9
United States,5,Everything was great,Careful shipment,i9 14th Gen,i9
United States,5,This is a great processor and when on sale it is by far the best value out there!,"Great  buy, when on sale",i9 14th Gen,i9
United States,5,"This CPU is for work use. It is very stable at stock speeds. It worked great right out of the box. I doubt if I will ever have to think about it again. I recommend it for real world use. As for gaming, I just can't say how it would perform.",Very good CPU for work use.,i9 14th Gen,i9
United States,5,"This is the first time I've ever went for it and got an i9. I usually stick to the i7. I am so glad I decided to take the chance because this thing screams. To think that I can also squeeze out more by overclocking is just insane. Every application I've ran is so snappy and responsive. Being an impatient human, this thing makes me happier every time I turn it on. Power and Speed are right where I like it. This chip is just so damn sweet!",Can you say SCREAM!,i9 14th Gen,i9
United States,5,"This is an excellent, stable CPU. Care must be taken to keep it cool. It is a hot running CPU. To avoid heat throttling at 100deg Celsius in heavy duty gaming or testing, order a high end liquid cooler. For professional work and easy gaming a big block fan cooler will be just fine as it is much more quiet. To save a little  money, if at all, the I9-13900K will work just as well performance wise.",Great performance,i9 14th Gen,i9
United States,5,"Even you're getting hotter temps despite having great cooling, it's normal for this CPU.  It's a beast.  I recommend using a triple-fan-radiator AIO cooler to keep this bad boy as cool as possible. And make sure to blow the hot air OUT of your PC case.",This is a BEAST and runs hot.  But that's OK!,i9 14th Gen,i9
United States,5,Works - what else is needed?  a little expensive.,it works,i9 14th Gen,i9
United States,5,"Not sure what more to say other than it's crazy powerful.  Make sure you have a high watt power supply to go with this and all the devices you plan to run with this.  And really don't go small on the CPU cooler.  This thing is good at figuring out when to throttle down.  You'll get it's best performance with a large aio water cooler.  If you can build your own water cooling system, better.Also, make sure your mobo manufacturer have  all the drivers available to work smoothly with these lines of processors.",Powerful processor,i9 14th Gen,i9
United States,5,"No issues with this seller or product, but for those that are looking for a new PC part the 14900 k is merely a refinement over the 13900k which you may be able to find cheaper.",Well packaged and performed perfectly,i9 14th Gen,i9
United States,5,"Sorta came from a 13900k but I gave that to a relative after their x299/i9-7940x system began to have issues. He bought a z790 board and was amazed how far ahead the 13900k is in comparison an overclocked Skylake-X processor. He fixed the issue with the x299 system, but he decided to stay with Raptor Lake. All of which is okay by me because that old 13900k had no overclocking headroom, and I could only undervolt it by 5mv before it became unstable. I was going to buy another 13900k or maybe the ks version, but I decided to wait for the 14900k.The 14900k I got on the other hand has some overclocking headroom. I already set all P-cores to 5.8GHz, while keeping the double-core Turbo Boost at 6.0GHz. I also set the cache to 5.2Ghz and it's completely stable. I was not able to raise the multiplier at all with my 13900k. Just happy my 14900k isn't a lottery loser.While the clock of both the 13900ks and 14900k are the same, the 13900ks has a cherry picked memory controller. If you're looking to do a ton of RAM overclocking then the 13900ks may be the way to go.... but that's not to say if you'd get a 14900k with a good memory controller. Both my 13900k and 14900k work with DDR5-7200 RAM with XMP set, and no adjustments to the memory controller voltages.If you're buying the 14900k off the get-go and building a new system around it, then I recommend pairing it with a motherboard that has the BIOS Flashback feature.",So far so good.,i9 14th Gen,i9
United States,5,CPU runs at max 65 C. Seems good to me.,Ye,i9 14th Gen,i9
United States,5,"This beauty does exactly what it says, super fast overclocking her to 6 GHz run smooth.",Gaming God,i9 14th Gen,i9
United States,5,"Fast.Runs cool and sips power at idle, guzzles down power when under heavy render load. Gaming is average load and power. Can't complain.More than 6 or 8 cores, won't be limited in the future.Very Fast.Intel APO for 14th gen is a neat new feature which can greatly improve gaming performance.Stable.Memory trains fast and is stable even when pushed well above XMP.Not cheap? But also not expensive for the amount of cores and performance.Would recommend.",Absolutely a monster CPU.,i9 14th Gen,i9
United States,5,Even throw the win11 the E cores will still lower the gamming performence in the games like escape from tarkov& others.But the Cpu is doing great,The Cpu is great but not for the E-Core.,i9 14th Gen,i9
United States,5,Speeds are great in all benchmarks and real world workflows. Obviously overkill for gaming. Paired with a 360 AIO it stays at great temps.I tried a 7950x build but literally no combo of ram and motherboard would result in stability and the boot would take absurdly long despite memory context restore/power down disabled. I popped this in and immediately all my problems went away. Fast boot times and stability!,Fast and not as hot as expected,i9 14th Gen,i9
United States,5,I upgraded from an i9 - 11900K.  Pretty good performance increase on benchmarks.  I haven't gamed on it yet (still in the process of locking down cables and loose hardware)MB GIGABYTE Z790 AORUS PRO X,Use a good cooling system - I've got it under a 240 AIO with Diamond paste,i9 14th Gen,i9
United States,5,Ooohhhhh boy this is fast and secksy. Maybe the women will love me long time for buying mmmmmm boy Im insecure,Fast and good,i9 14th Gen,i9
United States,5,Like the idea of no onboard video heating up the processor.  The irony is i have a Asus pro art MB 750 model that does the integration of components. My station is primarily used as a work station though it scores well with PC Mark 10 and cinebench. 3D Mark declares the obvious that I need to upgrade my video card from several years ago. The ai over clocking helps in the bench marking significantly. Lot easier to overclock than in the early 2000's on my core 2quad. Enjoying my thermal right air cooler it does a great job for half the cost of my older noctua cooler on my prior haswell i7.,Scores well with cinebench,i9 14th Gen,i9
United States,5,"Case: GOPIE Micro ATX Case T07 (branded as ABIT on the case)Motherboard: MSI MAG B760m Mortar WIFI IICPU: I9 14900kCPU Cooler: ID-COOLING SE-207-XT SlimDDR5: 64Gb T-Team Create Expert 6000Mhz (4 x 32Gb)3 x m.2 Gen4: Lexar - 1 x 512GB (OS)/1 x 1TB/1 x 2TBSSD: 1 x 4TB CrucialCase Fans: Thermalright TL-9015B CPU Cooler Fan 92mm (2 x Intake Bottom/2 x Exhaust Top/1 x Exhaust rear)PSU: Montech Century Mini 750w GoldGPU: N/AThe I9 14900k is a beast and runs hot. While doing benchmarks, a few Pcores would hit 100c while others would hit 92c. Ecores was about 87c and low of 83c on 4.3Ghz all Pcore and 4.2Ghz all Ecore. Offset voltage was at 0.3. After switching back to auto clock, I still managed the same temps, but getting 5.1-5.2Ghz on Pcore and 4.3 on Ecore. If my case allowed 120mm fans, I would of most definitely installed 240mm AIO cooler. That for sure would of helped with the temps and get me higher benchmark numbers.When it came to rendering a 20 minute 4k video on sony Vegas Pro 18 (IGPU only), it took about 15 minutes to complete it vs my I9 9900k that would of taken over an hour to finish it (RTX 3060). This system was meant specifically VR/light video editing. So, considering how fast it is on the rendering without a dedicated GPU, I am pretty excited about it. I haven't tried the VR aspect yet.Overall, if you are coming from a few gen older CPU and want to upgrade to the 14900k, you wont be disappointed.",This is a Beast,i9 14th Gen,i9
United States,5,This CPU is a absolute monster.  Period.  i love it .  i have it paired with a 4080 super.  Any new game i can usually pull 300 fps on any game!,I9 14th Gen nest CPU on market !!!!,i9 14th Gen,i9
United States,5,"I had some issues after install with Windows wanting me to buy it over again. While I was on with Microsoft tech support even they were like, ""that's a heck of a setup""...",Even Microsoft was impressed,i9 14th Gen,i9
United States,5,"I previously purchased the 13th Gen version of this processor and it had a defect. Intel was very good at getting a refund sent via RMA, although it took awhile. I purchased this version instead and was pleasantly surprised to see all of my issues resolved. The CPU can handle almost everything thrown at it. Certainly a good purchase and better than the 13th gens that seem to have more issues.",Better than 13th gen,i9 14th Gen,i9
United States,5,"Words truly cannot express how powerful, but also how hot this cpu is. After upgrading from a Ryzen 3700x to this, my work speed, gaming, everything cannot lay a finger on this thing. The only time's i've seen this truly cap out is during extreme compression, decompression, and specific rendering situations. The only con which isn't truly a con is that this chip can get incredibly HOT. If you're going to get this? I would absolutely suggest a 360 AIO cooler or you're going to experience thermal throttling, or even thermal shutdowns. That was my original issue, but quickly upgraded coolers, and this thing is a MONSTER.",Disgustingly Powerful.,i9 14th Gen,i9
United States,5,"This CPU is POWERFUL! It ran smoother and was able to open/load programs much faster than my Ryzen 7 5700G. Had no issues cooling this beast of a CPU with a 280mm AiO. If money wasn’t an issue for me, I would definitely buy another 14900K just to keep as a little souvenir hahaha.",Powerful CPU!,i9 14th Gen,i9
United States,3,Super hot CPU. Investing in this means investing in serious cooling for it.,The heat is hot,i9 14th Gen,i9
United States,3,It's no secret that the memory controller is a lottery on this and 13th gen cpus. It's very flaky.7200mhz XMP profiles are unstable. 4 sticks of RAM is unstable.Other than that the CPU does its job. It's basically just a binned 13900ks. Nothing special.,Memory controller isn't that great,i9 14th Gen,i9
