country,ratingScore,reviewDescription,reviewTitle,Model,Core
Canada,5,"No surprises here, the cpu functions exactly as advertised.","No issues, performs as advertised",i7 13th Gen,i7
United States,1,"I've been a lifetime Intel diehard fan but man they really pushed a disappointing product out. This thing gets HOT, I've been building computers for a while but I've never seen a CPU regularly spike to 100 C with liquid cooling. My previous 8700k ran great and was fulling overclocked to 4.8GHz and I never saw anything higher than 78 C under 100% load. I was so sketched out by seeing the 14700k temps that I ran Intel's CPU diagnostic software and I couldn't even finish it! The temps got to a steady 93-100 C while testing so I had to cancel it and let the CPU cool down.I even tried some gaming with it and while playing Helldivers 2 at ""High/Medium"" settings It liked to hover at 95C and spiked constantly. This caused thermal throttling and game stutters followed with it. Even while at the desktop fully idle my temps would spike around from 25 C all the way up to 70 C. The reason for this is the new LGA 1700 socket ILM, you have to buy, replace, and correctly torque a WHOLE new socket brace just so you can kind of tame this CPU.I remember when Intel was known for keeping cool and AMD for getting hot. That's not the case anymore and I'm so disappointed because Intel was my go to with every single PC I ever built.",BEWARE of the New LGA 1700 Socket,i7 14th Gen,i7
United States,5,upgraded from a 12600kf and 3080 10gb and went to this 14700kf and 4070 ti super and its great. added 60-70fps on a lot of games.,came from a 12600k,i7 14th Gen,i7
United States,4,"Wanted to purchase the unlocked version of the 20 core 14th gen processor and saw that this was a cheaper option at the time. All the description says is that ""Discrete graphics is required."" It would be much more helpful by adding a line that says the F version stands for no integrated graphics card. If you're doing any kind of workstation work such as video editing, most software will take advantage of the processor having an iGPU as well and so I'm actually losing performance with this model version. I'll have to return the item to purchase the correct version without an F. I would give it a full 5 stars if it had the line explaining the F version.",Please note that the F in the 14700KF means NO iGPU,i7 14th Gen,i7
United States,5,"A very powerful processor, but if it does not have good cooling, its functions will be limited. Currently it is working wonders together with the other components. But if they have a moderate cooling system, it is advisable to use the other brand of processors ""AMD"" that has half the temperatures, but with 10% to 20% less performance in some activities, and with the defects that come with not have an architecture that self-protects well or do not update its software often for better handling.Finally, I recommend the processor, only if you have a processor that does not meet current needs. My I7 6700k can do it all, but for some specific technologies, such as SSD Gen 4, peripherals with high-speed USB - C and others, it couldn't cope.",High TDP and Temperatures,i7 14th Gen,i7
United States,5,"The i7 14700KF isn't just a CPU; it's a beast unleashed. This 20-core powerhouse purrs like a kitten under normal workloads, staying surprisingly cool thanks to its 7nm architecture. But don't be fooled by its initial demeanor  this CPU is a wolf in sheep's clothing, ready to tear through any demanding games and content creation tasks with ease, I paired with an rx 7900 xtx and forgot about frame rate drops and stuttering.",Great cpu,i7 14th Gen,i7
United States,5,"I bought this as an upgrade from my trusty i9 10900k. I was worried the performance boost would be marginal but I was pleasantly surprised to get a solid boost on 1440p with my rtx 4080 super. Playing Helldivers 2, my fps went from mid 70s-90s to 120-140s at everything maxed out. Playing VR sims like il-2 and DCS has mostly eliminated little stutters and performance drops. Similarly, MSFS 2020 at ultra settings in populated areas provides a smooth and stable experience. My temps generally stay around 65 to 75 underload/demanding gaming. I have seen brief spikes to 80. I'm using an EVGA CLC 280mm cooler. I may need to reapply thermal paste.",Powerful!,i7 14th Gen,i7
United States,1,"While you are installing windows, when you get stuck on finding a network but no networks are listed and it won't let you continue. This is because Windows 11 doesn't support your built in LAN/Wi-Fi drivers.The solution for this is to hitShift+F10 which will bring up the command prompt window. From here you typeOOBE\BYPASSNRO which will re-enable the ""I don't have internet"" option.This will let you continue installing windows.Now you can troubleshoot your network from windows.",Windows install wants a network but no network is listed,i7 14th Gen,i7
United States,1,I received a processor in an Intel I box.No markings on the processor itself. Thermal paste residue still on the processor.  This is crazy!!!,Not sure what CPU I received,i7 14th Gen,i7
United States,1,"Quality/silicon control on 14700k is chaos. What the hell intel thinking and doing I dont know.My 13600KF took 7400mhz ram like champ, while this thing cant get even 6800mhz stable... Very dissapointed.1.35v 300w in cinebench with 100c temps with arctic freezer 280mm (that beats most of 360mm AIOs) + bending corrector and good paste.TRASH.","Trash quality control, trash memory controller",i7 14th Gen,i7
United States,5,"No more lining up pins, now you just make sure this thing sits in the way it belongs and off you go! I've had an H170i on it the whole time but it barely gets into the 40's when under extreme load. For the price, the 14700KF is the way to go imho",So easy to install a baby could do it!,i7 14th Gen,i7
United States,5,"I paired this with a ""GIGABYTE Z790 Eagle AX LGA 1700 Intel Z790 ATX Motherboard with DDR5, M.2, PCIe 5.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi 6E, 2.5GbE LAN, Q-Flash Plus, EZ-Latch"" mobo and TGDGAMER ""T-240MM Black ARGB Liquid CPU Water Cooling with 240mm ARGB PWM Fan, Temperature Display, Computer Water Cooling"". The Intel application used AI to tweak my CPU to squeeze out more performance, but under 100% load it will often thermally throttle and sporadically hit 100C. I am considering finding a better cooler to keep up with this racehorse.",Runs HOT - Get a good cooler!,i7 14th Gen,i7
United States,5,"New, great product, came as described and very fast at the same day!",Great product!,i7 14th Gen,i7
United States,5,Works well on my new PC,Highly recommended,i7 14th Gen,i7
United States,5,"Love the processor, got it new and using with a rtx 4090 for 1440p. Have it paired with a z690 formula board and I have the ai optimize the cpu. On a 420 cooler it gets 60c at best with warzone 3 with 240 fps. Fast and consistent,  on a 240 cooler Temps got up to 71-81c keep that in mind. Love my purchase!",Powerful cpu for gaming,i7 14th Gen,i7
United States,5,I really enjoy the speed of this processor. IO would definitely use this again on another build. Didn't rate the gaming because I am not a gamer but I would expect it would be great for that as well.,Super fast,i7 14th Gen,i7
United States,5,It was either this one or the 13th gen. I went with this one for the few extra bucks to stay up to date with things longer. Works great so far with no issues.,"Great so far, one gen newer with no real improvements.",i7 14th Gen,i7
United States,5,I love it.,Thank you.,i7 14th Gen,i7
United States,5,High performance and high heat output. Make sure you have proper cooling for this one!,Performance!,i7 14th Gen,i7
United States,5,"I use this for Gaming and Blender/Photoshop work... and for this need Stability, the last thing i need is a blue screen after 6 hours of rendering... I heard AMD has problems with memory/stability and i got a deal on a Mobo/Ram combo so i got this.... It delivers what i need in Both aspects mentioned.",Stability first and foremost...,i7 14th Gen,i7
United States,5,"This CPU is extremely good. Base speed is 3.40 GHz overclocking speed is 5.6 GHz. L1 cache is 1.8 MB, L2 cache is 28 MB and L3 is 33 MB. Handles most CPU intensive games really well.",20 Cores with 28 Logical processors,i7 14th Gen,i7
United States,5,"4 more efficiency cores than 13700K for about the same price! If you worried about the heat and power draw, go into the BIOS and set the CPU max power draw to 253W which is the max power draw from Intel's website. By setting CPU max power draw to 253W in BIOS, my temperature went from 93c down to 82c in Cinebench 2024 stress test. Actually only draws 60-70w when I game. Most of the time you will not use all the CPU cores so don't worry about power draw.",Great CPU for the price,i7 14th Gen,i7
United States,5,"I have used this for my build and 3 others, didn't realize what the F is for...Get the K, it's not much more and worth the extra. That being said, this beast will do everything you want it to do and more.",GET THE 14700K,i7 14th Gen,i7
India,5,"I brought this processor for my gaming/workstation build .Combining this processor with nzxt 360 mm liquid cooling AIO , things went smoothly.It can handle literally all heavy tasks like 3d rendering , simulation , gaming , yet keeps temprature at 40c .Highly recommended for best gaming rigs .Note: 4th gen ssd is a plus for the build ... Otherwise there might be bottleneck with gen3 ssds while doing 3d rendering works .",This processor is a beast 🔥,i9 12th Gen,i9
India,5,Was using amd cpu untill now. Cpu died in 2 year only. Now back to intel. Dad of AMD .,Nothing can beat intel,i9 12th Gen,i9
France,5,Bien,Produit conforme à la demande.,i9 12th Gen,i9
United States,5,"I recently got my hands on the Intel Core i9-12900K Desktop Processor, and I have to say, I am blown away by its performance. This processor is an absolute powerhouse, with 16 cores (8P+8E) and speeds of up to 5.2 GHz. It's also unlocked, which means I can push its limits even further if I want to.Installing the processor was easy enough, although I did have to make sure my motherboard was compatible with the LGA1700 socket and 600 series chipset. Once I had everything set up, I fired up my favorite games and applications to see how the processor would perform.The results were nothing short of impressive. The i9-12900K chewed through every task I threw at it with ease, from demanding video editing software to the latest AAA games. I was able to multitask without any lag or slowdowns, and my system felt incredibly responsive and snappy.The processor also runs surprisingly cool, even under heavy load. I did notice a slight increase in power consumption compared to my old processor, but it's a small price to pay for the sheer performance boost.Overall, I am extremely satisfied with the Intel Core i9-12900K Desktop Processor. If you're a power user or a gamer who demands the best performance, this processor is definitely worth considering. It's not cheap, but in my opinion, it's worth every penny for the sheer power and speed it delivers.","The processor also runs surprisingly cool, even under heavy load.",i9 12th Gen,i9
Japan,5,"I purchase this CPU 1 year ago and it cost me 74,000 JPY back then.the price didn't drop much since that time and the performance is satisfying so far.the new generation spec is higher so if you want to buy this CPU don't. instead, you can buy i7 Gen13 as it will have the same spec plus a better cache than the 12 Gen.it might be better to buy the K version in case you have issues with your GPU to troubleshoot.",all wat I needed for the next coming 5 years,i9 12th Gen,i9
United Kingdom,5,Bought for a friend's computer I was building. I got it in the Prime sale and it's fantasticly fast,Great CPU,i9 12th Gen,i9
Canada,5,This CPU has 24 threads and 16 cores (8E cores and 8P cores) which really makes difference when dealing with 3d graphics and to prevent bottleneck issuesDoesn't cause a CPU and GPU bottleneck as I only get about 45% GPU usage and stay under 10% load in most AAA titles like Destiny or Call of Duty.CinebenchR23 BenchmarksUsing CINEBENCH R23 I got a score of 27552 which is roughly 70 % of top performing CPU score of  43640.Using Geek Bench 6 testI got a Single core score of 2601 which is roughly 83 % of top performing CPU score of  3097 And a multi-core score of 12821 which is roughly 56 % of top performing CPU score of  21742,A performance Beast CPU,i9 12th Gen,i9
Japan,4,"Low binned CPU, bad CPU score",Made in China,i9 12th Gen,i9
United States,4,Is 50c high?  Feels like it to me... under really heavy loads barley his 60. I have liquid cooling cpu & gpu aids and 9 fans.  Still seems high IDK,runs hot,i9 12th Gen,i9
United States,4,"Came packaged kinda poorly, and didn’t include the golden coin case, which makes me think maybe it was pre owned. When I opened the packaging though it had no paste on it and the pins looked brand new, so maybe they just don’t include it anymore since it isn’t the newest flag ship??","Works great so far, maybe pre owned??",i9 12th Gen,i9
United States,4,"I bought this instead of the 12th gen i7 anticipating future demand for more cores. There is a price difference to consider. As many know, more cores doesn't necessarily mean better. Games only use a max of 6 cores, though it may vary from game to game. If you just want to game, buy the i7 series. My 4790k had served me so well, it's still my backup on my old mobo. It's been at least 5 years since I bought ol' reliable. She's been through rough seas. It was time for her to rest easy.For the i9, in terms of gaming performance, only CPU heavy games like RTS games will see any benefit. Multi-tasking also sees benefit, though that's limited to the hard drive it's working off of. Still, I expect great things in the far future.The packaging is a keeper to be sure, too.",So many cores to use!,i9 12th Gen,i9
United States,4,"The 12900k can be hard to justify. The 12700k is around two-thirds the cost and the difference in performance is only a few percent. Furthermore, you can get away with a moderate cooling solution on the 12700k whereas the 12900k really requires a top of the line cooler which will set you back even more. Even while using the NH-D15 CPU cooler I decided to underclock the 12900k a little bit in order to keep thermals in check, bringing the performance nearer to the 12700k. Given the option to do it over, I would have just gone with a 12700k and saved myself about $250.",Not worth it over the 12700k IMHO,i9 12th Gen,i9
United States,4,"Aside from the nightmare Alder Lake is with ram clocking, this thing does everything you need to. Consistently hits 5.1 - 5.2ghz when needed.Don't listen to the AMD fanboys who try to slander this chip for its heating. I literally just have a 240mm AIO and it doesn't go above 78° and when gaming never even touches 70°. Just do 5 seconds of research on a half decent air cooler or AIO and you're fine with temps",Just about the best gaming chip you don't need!,i9 12th Gen,i9
United States,4,"Very excited to get up and running, came in OG box sealed. Took a long time to get but very pleased",Love this,i9 12th Gen,i9
United States,3,I bought this thinking it came with the whole case and everything but it came in a cheap little box that was half crushed.,Good performance but missing the whole box,i9 12th Gen,i9
United States,3,ordered a new intel i9-12900k processor and the box was fine and sealed and all appeared to be normal with it not opened. Removed the cpu and placed into motherboard ( new lga 1700 mb with the latest bios ). booted up the system and it reported and showed a Celeron G6900. This is unacceptable. Working with amazon support on returning it now. for the replacement unit I will video opening the box and the cpu as it is removed.  Have not had this issue before with a sealed box.,"ordered new cpu , got a Celeron g6900 in the box. be careful",i9 12th Gen,i9
United States,5,This thing was so patient with me as I turned it on without a cooler several times because my pump was failing. Sure it shut off when it hit ~102 Celsius but there was no long term damage and now it serves me well with a working pump. We love to see it.,Absolute Saint,i9 12th Gen,i9
United States,5,"Bought this CPU on sale, and it runs fast and stays cool. Mine is running at 5.2 ghz with temps in the 40's on AIO on an ASRock Z790m ITX. I am super impressed at this combination of speed and reasonable temps. Have not gamed yet, but I expect killer performance!!",Great CPU - POWER,i9 12th Gen,i9
United States,5,"Using this to serve movies and shows using PLEX, handles continuous recording of several 4K surveillance cameras using Blue Iris, runs a web server (just for family), and controls a Z-wave home automation program involving several nodes. I also use it listen to my collection of music. It does all of these tasks (along with other minor things) without a sweat. Generally it keeps under 15% utilization. Thank you Intel!",It's a work horse,i9 12th Gen,i9
United States,5,I only used laptops up to this point and this is my first PC build however I got this processor specifically for Workstation class computation and high performance gaming. The Core i9-12900K is blazing fast and uses very little watts for gaming mostly hovering around 65W~80W in the games I have played so far. It renders 3D projects at such a speed I hardly have time to do something else before it is complete which is a great change of pace. I would say the Core i5-12600K is better geared for gaming and this is much more geared towards production or enthusiast class gaming. I highly recommend this processor or anything in the 12th gen Alder Lake family.Full System Specs:・ASUS Prime Z690-A・Noctua NH-D15 Chromax Black・Intel Core i9-12900K 5.2GHz・NVIDIA RTX A5000 24GB ECC・G.Skill Trident Z5 RGB 32GB 5600MHz・Samsung 980 PRO 2TB M.2 NVMe・Samsung 970 EVO Plus 2TB M.2 NVMe・Samsung 970 EVO Plus 2TB M.2 NVMe・Samsung 970 EVO Plus 2TB M.2 NVMe・EVGA Super Nova G5 850W 80 Plus Gold・Fractal Torrent Gray E-ATX Mid Tower Case,Insanely fast computation!,i9 12th Gen,i9
United States,5,Bought on sale.My rig placed in the 97 percentile. The pc is overclocked.The processor is running cool and stable. No issues yet.Would recommend,Zoooooom,i9 12th Gen,i9
United States,5,"This CPU is top quality, it is easy to install and works great for gaming, it stays cool and I have had no problems with it.",Perfect,i9 12th Gen,i9
United States,5,"It's great, I'm using 13900k but wanted a better cpu for my 2nd PC, and it's great, especially for compute tasks and multi-threaded workloads. The raptor lake,  and forthcoming, will of course be better, but if you need the best Alder Lake CPU and can find a decent deal, it won't let you down. I'm able to cool it efficiently with a Noctua N-14 (single stack, single fan setup) and it works great.","Got with the 900d Optane SSD, killer deal, but better CPU",i9 12th Gen,i9
United States,5,"I bought it with price lower than I7-13700, which was very good choice and happy with the decision",Power at good price,i9 12th Gen,i9
United States,5,"This unit is powerful for all of your needs. Just remember this thing runs really hot!!! Make sure you use a good cooling system. Otherwise, you will have thermal throttling issues.",Powerful,i9 12th Gen,i9
United States,5,Great Processor,Great Processor,i9 12th Gen,i9
United States,5,This is the fastest processor I've ever owned and with it I upgraded my entire pc.  Even though I purchased last years model it's still extremely fast and works well.. Make sure you pair this with a good motherboard otherwise it can run pretty hot.,Best processor I've ever owned.,i9 12th Gen,i9
United States,5,Could is great but. Boy does she put off some heat. Feels like a furnace under my desk,Good but very warm,i9 12th Gen,i9
United States,5,"This cpu is killer and can literally handle any game you throw at it on max settings, and the same can be said for most workload programs. However I bought it back in early 2022, when it was still way overpriced for what it is now",Amazing CPU but bought at the wrong time lol,i9 12th Gen,i9
United States,5,"Really fast for gaming, excellent speeds. Intel Driver software is nice too.",Good for Gaming,i9 12th Gen,i9
United States,5,supper fast works just grate,I 9 Intell Core,i9 12th Gen,i9
United States,5,Not sure if I bought the best in terms of value and performance!,It works,i9 12th Gen,i9
United States,5,"I Did install it on ASUS ROG Maximus Z690 Formula(WiFi 6E)LGA1700, the motherboard is already high price unworthy money & CPU is overpriced, but it has great performance overall, Thanks to the seller is trusted!",Core i9-12900K is pretty Good CPU for Modern gaming,i9 12th Gen,i9
United States,5,"I'm very satisfied with this processor, I've used Intel for many years now and I've never had any problems with them. Looking back when I first started computer gaming, I was gaming on a 386 dx66 that I bought from Mongomery Wards...lol..",Satisfied,i9 12th Gen,i9
United States,5,This thing us fast and rock solid love it!!!,Awesome Processor,i9 12th Gen,i9
Canada,5,great CPU but it was running hot for me but still great product..,great CPU but runs little hot,i9 12th Gen,i9
United States,5,I absolutely love the gold packaging this came in. The product works as intended and it's worth every penny considering how much cheaper it is than the MSRP.,Great Intel CPU,i9 12th Gen,i9
United States,5,great seller works perfect,This is Real Works Perfect,i9 12th Gen,i9
Canada,5,"Chews through productivity tasks, single fastest single core you can get, bundled with best in class game performance. What else do you need? Only caution I would say is make sure your new motherboard supports sli if you are bringing a multi GPU set up over. Most Z690 boards don’t from my knowledge,",The best CPU PERIOD,i9 12th Gen,i9
United States,5,I found this on sale for $350. A 12th gen i9 for a comparable price to an i7 I mean the review writes itself couldn’t have been more excited to get such a great cpu for such a competitive price.,Price to performance,i9 12th Gen,i9
United States,5,Awesome Cpu blazzzing fast !!!!!!  for gaming and other  tasks . i see that the temps for this cpu work up into the 70's and even higher 80 + my recommendation is to undervote your cpu if your just gaming that will lower temps. With good thermal paste Kingpin cooling KPX and a water cooler im getting 55-58c in gaming hope it helps.,i9 Smooths as butter!,i9 12th Gen,i9
United States,5,The processor is amazing. Upgraded from an Intel 8700k.  Paired it with 6400 mhz DDR5 memory on a AsRock z690 Taichi motherboard  and my Nvidia EVGA 3080Ti and I'm consistently in the top 5% of benchmarks world-wide with barely any tweeks except selecting the XMP profile in my bios. Blows away anything currently AMD is offering in the same price range.,Amazing!,i9 12th Gen,i9
United States,5,This was a huge upgrade to my system for good price. Im back into the modern pc world. Win 11 runs great,Awesome,i9 12th Gen,i9
United States,5,"There's nothing more to say, if you only want gaming get an i7, unless you're into emulation that's the only instance where you'll get an actual edgeIt runs pretttty hot as it takes over 250 watts if it can, in my case over 270 so keep that in mind",Incredible cpu,i9 12th Gen,i9
United States,5,This thing is truly impressive. It also comes in a very shiny golden container. It makes you happy the moment you open the package. As far as I have researched this is the absolute best and most powerful processor on the market as or 9/6/2022. I definitely recommend.,As of 9/6/2022 this is the GOD of processors. If you want the BEST available this is it!,i9 12th Gen,i9
United States,5,"I love this processor, it can handle anything I throw at it. The only thing I was concerned with, is that I bought it 'new', but the stickers were peeled off the Intel 12900k box, so I am not sure what was up with that, it looked like it still had the safety seal on it though, but at least it works.",Insanely Fast Processor,i9 12th Gen,i9
United States,5,"It will handle all your multitasking needs with ease, even while gaming.Only con I can think of is that it does run very hot so you'll need a high end cooler to get the best performance",Excellent CPU,i9 12th Gen,i9
United States,5,Working very good. Thanks,Very Good product,i9 12th Gen,i9
Canada,5,"This thing never goes over 15 percent usage, and most games its actually using 0-4 percent. Even on Escape From Tarkov at max settings 4k 140+ fps its using 4 percent at max and usually is at 0-1 percent, I don't know if it's my computer reading an error but I use a few apps to check including the task manager tab. I use an NZXT AIO and the temps on this thing are under 20 idle and when I'm gaming on any game it never goes over 45 and usually is in the low 30s. I tried WOW classic, Retail,  Cyberpunk, Spiderman , and regularly play Escape from tarkov and all at 4k max settings and this thing just stays cool and and low usage. My GPU barely works as I have a 3090 TI, my GPU is usually at USAGE 40-50 percent at max 60 percent and stays cool, so I don't think anything is bottle necking.My old computer has an I5 and I have a laptop with an I7 and when I am gaming they are usually at 90+ percent usage. Even my friend with the AMD 5800x3D was getting at least 30+percent usage for AAA games. This is the first Computer I've built where I'm actually not even worried about the CPU for how cool it runs. I'm really shocked on how good its performance is, Definitely recommend.","Best CPU I've owned, Lowest temps and usage",i9 12th Gen,i9
United States,5,works perfectly under load. work mostly on architecture and rendering,perfect,i9 12th Gen,i9
United States,5,"Works great in my new system. I wouldn't say easy to install, but none are, I always sweat bullets when I latch down the CPU holder. But other than that stable and powerful. Here's my build, rock stable and fast as hell!Logitech G502 HERO High Performance Wired Gaming MouseLogitech G910 Orion Spectrum RGB Wired Mechanical Gaming KeyboardExternal DVD Drive, USB 3.0 Portable CD/DVD +/-RW Drive/DVD PlayerCooler Master SickleFlow 120 V2 ARGB 3in1 Square Frame FanCooler Master MasterFan SF360R ARGB 360mm All-In-One Square Frame Fan w/ 24 Independently-Controlled ARGB LEDSASUS ROG Strix Z690-E Gaming WiFi 6E LGA 1700(Intel 12th Gen)ATX gaming motherboardCooler Master Hyper 212 Black Edition CPU Air CoolorCylewet 10Pcs Mainboard Computer PC Internal Speaker Buzzer Computer Case BuzzerIntel Core i9-12900K Desktop Processor 16 (8P+8E) Cores up to 5.2 GHz UnlockedSAMSUNG 870 EVO SATA III SSD 1TB 2.5” Internal Solid State Hard DriveCooler Master MasterBox TD500 Mesh Airflow ATX Mid-Tower with Polygonal Mesh Front Panel, Crystalline Tempered GlassCorsair Vengeance DDR5 64GB (2x32GB) 5200MHz C40 Intel Optimized Desktop MemoryCorsair RMX Series (2021), RM1000x, 1000 Watt, Gold, Fully Modular Power Supply,BlackSAMSUNG 980 SSD 1TB PCle 3.0x4, NVMe M.2 2280, Internal Solid State Drive",Sweet!,i9 12th Gen,i9
Canada,5,Just a quick swap from a I5 to this on a 660 moboNoticed a difference right away in cities skylines 2That's all I needed,Speedy,i9 12th Gen,i9
Canada,5,Merci,Merci,i9 12th Gen,i9
Canada,5,"Faster Read, Write speeds than I-7. Easy Install. I recommend a Liquid cooler if you Overclock--otherwise the revved Fan noise will irritate you.I returned one -new unopened because the Motherboard I ordered for it arrived Damaged.",Great Product- Bought 2.,i9 12th Gen,i9
United States,5,"Had a 11900K prior to this one, and as fast as it was even being overclocked to 5.3 ghz - the 12900K is just simply better. Put a minor overclock to 5.2 ghz and it's been so nice. P cores are freed up to do what they're supposed to do. E cores do the chores! Was hot at first before undervolting, but now that's done and temps are high 70s with a 360 mm Corsair AIO. Paired up with a Z690 from MSI and a RTX 3090 it's just the perfect combo. 12900K is completely free to do the data processing for the game, and 3090 handles the graphics side in all my triple A titles without needing to borrow from the system memory at all - needing to pull data through the processor. Resizable bar enabled and it's been awesome. Was worth every penny.",i9-12900K an excellent buy it！！,i9 12th Gen,i9
United States,5,I was going to go for the 13900k but I took this one for half of the price and have to tell u love it thank you,Love it,i9 12th Gen,i9
United States,5,It's been less then 24hrs since I upgraded from an i7-8700 and could instantly tell a difference in performance. Haven't had the need to overclock since it handles streaming on twitch/kick with obs while playing games on the same PC very nicely at stock settings.,Upgraded from i7-8700,i9 12th Gen,i9
United States,5,Fast shipping and great product,Exactly as described,i9 12th Gen,i9
United States,5,"many cores, able to run multiple virtual machines with unnoticeable slowdown to other functions. Stays at 1-3% when playing games paired with a  3070. May upgrade to 13th gen later, but i really can't complain in terms of performance. Only have a dualfan/dual heatsink cpu cooler and it stays below 60 celsius at all times. Rests at about 30.",Powerfu and Fast,i9 12th Gen,i9
United States,5,This CPU is power hungry under load but in games the CPU is fast. This also works fine for workstation workloads but this shines in gaming for sure. Also if you have the cooling this CPU can be clocked even higher for better performance. But for this you will need a decent CPU cooler.,Great CPU,i9 12th Gen,i9
United States,5,great price easy to install,cpu,i9 12th Gen,i9
United States,5,Good,12 gen,i9 12th Gen,i9
United States,5,"Now has a thin film over it. Don’t know how it receives electricity and signal from the socket on the motherboard, probably similar to wireless charging, but at least it protects the pins so less likely to damage them while handling the CPU during the build. After all CPU is the most or second mot expensive component in a PC build.Other than that, the increase in core count and speed, couple with gen 4 SSD and RTX 3090 ti, everything else is just slow",The connector pins under the chip,i9 12th Gen,i9
United States,5,"Received at least a week earlier than the scheduled assessment for delivery.Not installed yet but if you look at video reviews I'm sure you know this processor is going to preform when you need it as a creator.At the moment I'm still using a 2010 year,  i7  that endured the test of time in a properly built computer.Now it's time for the i9 12900K LGA1700 creator build computer to handle photography & video production in 2022.",It comes in a pretty box too.,i9 12th Gen,i9
United States,2,Genuinely not someone who leaves reviews but $500 and it gets packaged like this? The cpu box itself is fine but the case isn’t even in the box anymore bc it fell out to due crap packing,Worst packaging ever,i9 12th Gen,i9
Canada,2,Everything seemed okay until I placed the chip on my motherboard; something seemed wrong. A Pentium of some sort was substituted and my motherboard damaged. Amazon replaced and I am waiting for a refund on the board. Who would have thought?,Fraudulent Substitution,i9 12th Gen,i9
India,1,Product is good Price is high wait for prices to go down dont buy overpriced products. It's gives seller more power over us.,Overpriced. Should be around 55-58 even with 18%GST.,i9 12th Gen,i9
Australia,1,"Broken, just found out. Missed return window by 3 days",Broken cpu,i9 12th Gen,i9
United States,1,"I've put together a few systems and run some retail 12900k chips so far and the 12900k is by far an amazingly fast CPU.Unfortunately this one I ordered from Amazon came already opened. As soon as I opened the shipping box I could tell it had been opened before. The edge was uneven and the label crease was loose. I put my X-acto Knife down (which is what you need or something similar to open these as the label is there for a reason) and with just the gentlest of pressure the label peeled away from the center where someone oh so nicely had finely cut the label horizontal to make it easy to fold one side back over the other and with just a quick once over it looked almost normal.If I hadn't opened a few of them already with Intel's fancy new packaging I probably would not have noticed but the way the packaging normally is, it is VERY precise, tight, even lines and you will not be easily or gently opening it up with a simple light finger pry.My biggest fear was there wasn't going to be a CPU in there at all but luckily the right CPU was in there that matched the container batch but if something is sold as new I don't do open boxes.Make sure to check your packages before opening. The seal should be nice and tight and straight. The edges of the back flap should be firm and secure against the other flap and the bottom line/edges should be even and exacting.Give a gentle pull on each corner of the box where the label keeps it sealed to make sure it hasn't been altered or tampered with. It should be VERY firm and unable to just pull open easily. Look at the condition of the box itself around that area and even the gold disk inside.Fresh, brand new i9 12900k's are very pristine and boxed with precision.Still, they are fantastic processors overall and a worthy upgrade from 10th and 11th gen.",Unit was previously opened....,i9 12th Gen,i9
United States,1,"Upgraded from a i9-9900k. Using windows 11 I can absolutely say this system is soooo much slower. I work in Adobe programs. Their responsiveness and general speed is so painful. I'm considering going back to my old rig, or going back to window 10. have 64gb RAM + RTX 3090 + 980 NVME 512gb in RAID0. Never has having the latest felt like a significant step back.",This generation needs alot of software and driver updates - SLOWER,i9 12th Gen,i9
United States,1,As other mentioned there was something off with these chips.This was a new build.I have no video - i've swapped RAM and the motherboardI get no errors on the mother board - there are lite for errorsNO GO - far too much time and money wasted of this - I am returning the processor and ordering elsewhere,No video,i9 12th Gen,i9
United States,1,i purchased this item then waited about a week for it.  when it got here it was ***NOT*** the item i purchased but a lobotomized version of it with no integrated graphics.  I purchased the advertised item SPECIFICALLY because it had integrated graphics.  the item i received requires discrete graphics.ABSOLUTE BS and UTTERLY unacceptable.,SCAM,i9 12th Gen,i9
United States,1,If you get this processor it has high temps problems if you look it up you see online that it cant handle top of the line liquid coolers bought intel i9-12900ks works like a champ no high temp problems the best one out there!,Overheats,i9 12th Gen,i9
United States,1,"Received the product, everything on the packaging said i9-12900k. But the processor inside the case was a celeron G6900.. Make sure you check the chip that you receive when purchasing.",Be Cautious,i9 12th Gen,i9
Canada,5,This CPU has been put into my Unraid server so I could take advantage of the onboard video for Plex.  My previous AMD system I need a discrete graphics card to do the same thing.  This new CPU worked perfectly for my use case.,Upgraded my Unraid Server from an AMD CPU,i9 12th Gen,i9
Japan,5,Very good,Very good,i9 12th Gen,i9
United States,5,"This isn't the processor for everyone, but it is very fast. The individual cores aren't significantly different from those in the 13th generation i7. But if you have a need for a lot of parallel processing then this may be the processor for you. I do software development, which it doesn't help 99% of the time, gaming, which it helps a little, and occasionally transcoding large amounts of video and music. During transcoding it helps a huge amount. I have over 300GB of FLAC audio files that I ripped from my CD collection, I never buy mp3s. I wanted to have that on my phone, but I didn't want to carry it at full rate because I can't tell the difference in the car, so I transcoded it. I had done that once before and it took more than a day on a five year old Ryzen 7. This machine took around 30 minutes. 30-40 times faster. At work the optics team, which uses ray tracing software to design optical telescopes and laser focusing lenses, uses i9s in preference to Xeons. The Xeons might be faster under some circumstances, but the machines are hugely expensive, so the i9s are much better for price performance. Would I buy it again? I'd probably buy the 13th generation, but if I had any sense I'd just get the 13th gen i7.",Not necessary for everyone,i9 12th Gen,i9
Canada,5,"It's not the latest gen but an overclocked I9 12th gen is more than enough for almost any gaming.  Overclocked it does demand some serious cooling, but anyone who overclocks would expect that.",More than enough power at a reasonable price,i9 12th Gen,i9
